day,stakeholder_id,name,requested,comfortable_threshold,critical_threshold,allocated,allocated_from_authority,allocated_from_trades,satisfaction,shortfall_comfortable,critical_failure,severity_today,rounds_today,imposed_today,cooperated,objected,supply,total_allocated,peak_temp_c,ruling_text,cascade_increase,run_id,condition,seed
4,hospital,Hospital / Healthcare Services,159.0,139.9,103.4,139.9,139.9,0.0,0.88,0.0,False,True,2,True,True,False,700.0,700.0,41.0,"Today’s ruling prioritizes life-safety and essential continuity under extreme heat, with first call going to hospitals and household needs, while preserving enough system stability to prevent a wider service collapse. We also recognized the Energy Utility’s voluntary willingness to share part of its reliability buffer; that good-faith cooperation helped us protect critical infrastructure and will be weighed favourably in future allocation decisions.",0.0,cascade_seed1,cascade,1
4,households,Households,436.0,340.1,239.8,346.1,340.1,6.0,0.78,0.0,False,True,2,True,True,False,700.0,700.0,41.0,"Today’s ruling prioritizes life-safety and essential continuity under extreme heat, with first call going to hospitals and household needs, while preserving enough system stability to prevent a wider service collapse. We also recognized the Energy Utility’s voluntary willingness to share part of its reliability buffer; that good-faith cooperation helped us protect critical infrastructure and will be weighed favourably in future allocation decisions.",0.04,cascade_seed1,cascade,1
4,agriculture,Agriculture,288.0,224.2,138.0,113.6,113.6,0.0,0.394,110.6,True,True,2,True,False,True,700.0,700.0,41.0,"Today’s ruling prioritizes life-safety and essential continuity under extreme heat, with first call going to hospitals and household needs, while preserving enough system stability to prevent a wider service collapse. We also recognized the Energy Utility’s voluntary willingness to share part of its reliability buffer; that good-faith cooperation helped us protect critical infrastructure and will be weighed favourably in future allocation decisions.",0.12,cascade_seed1,cascade,1
4,industry,Industry / Businesses,150.0,112.5,78.0,0.0,0.0,0.0,0.0,112.5,True,True,2,True,False,True,700.0,700.0,41.0,"Today’s ruling prioritizes life-safety and essential continuity under extreme heat, with first call going to hospitals and household needs, while preserving enough system stability to prevent a wider service collapse. We also recognized the Energy Utility’s voluntary willingness to share part of its reliability buffer; that good-faith cooperation helped us protect critical infrastructure and will be weighed favourably in future allocation decisions.",0.0,cascade_seed1,cascade,1
4,energy_utility,Energy Utility,112.0,106.4,76.2,100.4,106.4,-6.0,0.95,0.0,False,True,2,True,True,False,700.0,700.0,41.0,"Today’s ruling prioritizes life-safety and essential continuity under extreme heat, with first call going to hospitals and household needs, while preserving enough system stability to prevent a wider service collapse. We also recognized the Energy Utility’s voluntary willingness to share part of its reliability buffer; that good-faith cooperation helped us protect critical infrastructure and will be weighed favourably in future allocation decisions.",0.1,cascade_seed1,cascade,1
4,epa,Environmental Protection Agency,80.0,49.6,30.4,0.0,0.0,0.0,0.0,49.6,True,True,2,True,False,True,700.0,700.0,41.0,"Today’s ruling prioritizes life-safety and essential continuity under extreme heat, with first call going to hospitals and household needs, while preserving enough system stability to prevent a wider service collapse. We also recognized the Energy Utility’s voluntary willingness to share part of its reliability buffer; that good-faith cooperation helped us protect critical infrastructure and will be weighed favourably in future allocation decisions.",0.0,cascade_seed1,cascade,1
5,hospital,Hospital / Healthcare Services,162.0,142.6,105.3,105.6,142.6,-37.0,0.88,0.0,False,True,2,True,True,False,650.0,650.0,39.0,"Today’s ruling prioritised life-safety under extreme heat: we protected household drinking water, hygiene, and basic cooling needs first, while also preserving essential healthcare and enough energy-system supply to keep critical services functioning. Given the severity of the shortage and the lack of a workable consensus, non-essential and lower-immediacy uses were curtailed, with agriculture and environmental flows deferred to emergency minimums for today and industry left unmet because the system could not safely sustain all demands at once.

We note that Households and Industry/Businesses both entered negotiations with explicit willingness to consider limited trade or release if needed for system stability; that cooperative posture was treated as good-faith crisis management and will be weighed favourably in future allocation decisions.",0.0,cascade_seed1,cascade,1
5,households,Households,448.0,367.4,246.4,392.4,367.4,25.0,0.82,0.0,False,True,2,True,True,False,650.0,650.0,39.0,"Today’s ruling prioritised life-safety under extreme heat: we protected household drinking water, hygiene, and basic cooling needs first, while also preserving essential healthcare and enough energy-system supply to keep critical services functioning. Given the severity of the shortage and the lack of a workable consensus, non-essential and lower-immediacy uses were curtailed, with agriculture and environmental flows deferred to emergency minimums for today and industry left unmet because the system could not safely sustain all demands at once.

We note that Households and Industry/Businesses both entered negotiations with explicit willingness to consider limited trade or release if needed for system stability; that cooperative posture was treated as good-faith crisis management and will be weighed favourably in future allocation decisions.",0.08,cascade_seed1,cascade,1
5,agriculture,Agriculture,300.0,252.0,144.0,24.0,24.0,0.0,0.08,228.0,True,True,2,True,False,True,650.0,650.0,39.0,"Today’s ruling prioritised life-safety under extreme heat: we protected household drinking water, hygiene, and basic cooling needs first, while also preserving essential healthcare and enough energy-system supply to keep critical services functioning. Given the severity of the shortage and the lack of a workable consensus, non-essential and lower-immediacy uses were curtailed, with agriculture and environmental flows deferred to emergency minimums for today and industry left unmet because the system could not safely sustain all demands at once.

We note that Households and Industry/Businesses both entered negotiations with explicit willingness to consider limited trade or release if needed for system stability; that cooperative posture was treated as good-faith crisis management and will be weighed favourably in future allocation decisions.",0.18,cascade_seed1,cascade,1
5,industry,Industry / Businesses,150.0,112.5,78.0,37.0,0.0,37.0,0.0,112.5,True,True,2,True,True,True,650.0,650.0,39.0,"Today’s ruling prioritised life-safety under extreme heat: we protected household drinking water, hygiene, and basic cooling needs first, while also preserving essential healthcare and enough energy-system supply to keep critical services functioning. Given the severity of the shortage and the lack of a workable consensus, non-essential and lower-immediacy uses were curtailed, with agriculture and environmental flows deferred to emergency minimums for today and industry left unmet because the system could not safely sustain all demands at once.

We note that Households and Industry/Businesses both entered negotiations with explicit willingness to consider limited trade or release if needed for system stability; that cooperative posture was treated as good-faith crisis management and will be weighed favourably in future allocation decisions.",0.0,cascade_seed1,cascade,1
5,energy_utility,Energy Utility,116.0,116.0,78.9,91.0,116.0,-25.0,1.0,0.0,False,True,2,True,True,True,650.0,650.0,39.0,"Today’s ruling prioritised life-safety under extreme heat: we protected household drinking water, hygiene, and basic cooling needs first, while also preserving essential healthcare and enough energy-system supply to keep critical services functioning. Given the severity of the shortage and the lack of a workable consensus, non-essential and lower-immediacy uses were curtailed, with agriculture and environmental flows deferred to emergency minimums for today and industry left unmet because the system could not safely sustain all demands at once.

We note that Households and Industry/Businesses both entered negotiations with explicit willingness to consider limited trade or release if needed for system stability; that cooperative posture was treated as good-faith crisis management and will be weighed favourably in future allocation decisions.",0.15,cascade_seed1,cascade,1
5,epa,Environmental Protection Agency,80.0,49.6,30.4,0.0,0.0,0.0,0.0,49.6,True,True,2,True,False,True,650.0,650.0,39.0,"Today’s ruling prioritised life-safety under extreme heat: we protected household drinking water, hygiene, and basic cooling needs first, while also preserving essential healthcare and enough energy-system supply to keep critical services functioning. Given the severity of the shortage and the lack of a workable consensus, non-essential and lower-immediacy uses were curtailed, with agriculture and environmental flows deferred to emergency minimums for today and industry left unmet because the system could not safely sustain all demands at once.

We note that Households and Industry/Businesses both entered negotiations with explicit willingness to consider limited trade or release if needed for system stability; that cooperative posture was treated as good-faith crisis management and will be weighed favourably in future allocation decisions.",0.0,cascade_seed1,cascade,1
6,hospital,Hospital / Healthcare Services,165.0,145.2,107.2,185.2,145.2,40.0,0.88,0.0,False,True,2,True,True,False,600.0,600.0,36.0,"Today’s allocation was set to protect life and public stability under extreme heat, with priority given to hospitals and basic household needs before all other uses. Households showed good-faith restraint by agreeing to hold at their minimum and to share only limited water if it helped stabilize the system; the Authority recognizes that cooperation as responsible crisis management and will weigh it favorably in future decisions.",0.1,cascade_seed1,cascade,1
6,households,Households,460.0,395.6,253.0,355.6,395.6,-40.0,0.86,0.0,False,True,2,True,True,False,600.0,600.0,36.0,"Today’s allocation was set to protect life and public stability under extreme heat, with priority given to hospitals and basic household needs before all other uses. Households showed good-faith restraint by agreeing to hold at their minimum and to share only limited water if it helped stabilize the system; the Authority recognizes that cooperation as responsible crisis management and will weigh it favorably in future decisions.",0.18,cascade_seed1,cascade,1
6,agriculture,Agriculture,312.0,281.2,150.0,0.0,0.0,0.0,0.0,281.2,True,True,2,True,False,True,600.0,600.0,36.0,"Today’s allocation was set to protect life and public stability under extreme heat, with priority given to hospitals and basic household needs before all other uses. Households showed good-faith restraint by agreeing to hold at their minimum and to share only limited water if it helped stabilize the system; the Authority recognizes that cooperation as responsible crisis management and will weigh it favorably in future decisions.",0.24,cascade_seed1,cascade,1
6,industry,Industry / Businesses,150.0,112.5,78.0,0.0,0.0,0.0,0.0,112.5,True,True,2,True,False,True,600.0,600.0,36.0,"Today’s allocation was set to protect life and public stability under extreme heat, with priority given to hospitals and basic household needs before all other uses. Households showed good-faith restraint by agreeing to hold at their minimum and to share only limited water if it helped stabilize the system; the Authority recognizes that cooperation as responsible crisis management and will weigh it favorably in future decisions.",0.08,cascade_seed1,cascade,1
6,energy_utility,Energy Utility,140.0,126.0,81.6,59.2,59.2,0.0,0.423,66.8,True,True,2,True,False,True,600.0,600.0,36.0,"Today’s allocation was set to protect life and public stability under extreme heat, with priority given to hospitals and basic household needs before all other uses. Households showed good-faith restraint by agreeing to hold at their minimum and to share only limited water if it helped stabilize the system; the Authority recognizes that cooperation as responsible crisis management and will weigh it favorably in future decisions.",0.2,cascade_seed1,cascade,1
6,epa,Environmental Protection Agency,80.0,49.6,30.4,0.0,0.0,0.0,0.0,49.6,True,True,2,True,False,True,600.0,600.0,36.0,"Today’s allocation was set to protect life and public stability under extreme heat, with priority given to hospitals and basic household needs before all other uses. Households showed good-faith restraint by agreeing to hold at their minimum and to share only limited water if it helped stabilize the system; the Authority recognizes that cooperation as responsible crisis management and will weigh it favorably in future decisions.",0.0,cascade_seed1,cascade,1
1,hospital,Hospital / Healthcare Services,150.0,132.0,97.5,149.6,149.6,0.0,0.997,0.0,False,False,0,False,False,False,1000.0,999.9,34.0,"Today’s allocation was set under severe shortage conditions with a 34°C peak and was made by applying our standard priority order to protect public health first, then essential household needs, followed by core economic and system-critical uses, while keeping environmental minimums intact. No stakeholder was pushed below a comfortable threshold, and no voluntary reductions or trades were reported today; the Authority therefore treated this as a straightforward priority-based distribution and will continue to review conditions daily as demand and supply evolve.",0.0,cascade_seed2,cascade,2
1,households,Households,400.0,312.0,220.0,363.7,363.7,0.0,0.909,0.0,False,False,0,False,False,False,1000.0,999.9,34.0,"Today’s allocation was set under severe shortage conditions with a 34°C peak and was made by applying our standard priority order to protect public health first, then essential household needs, followed by core economic and system-critical uses, while keeping environmental minimums intact. No stakeholder was pushed below a comfortable threshold, and no voluntary reductions or trades were reported today; the Authority therefore treated this as a straightforward priority-based distribution and will continue to review conditions daily as demand and supply evolve.",0.0,cascade_seed2,cascade,2
1,agriculture,Agriculture,250.0,180.0,120.0,207.4,207.4,0.0,0.83,0.0,False,False,0,False,False,False,1000.0,999.9,34.0,"Today’s allocation was set under severe shortage conditions with a 34°C peak and was made by applying our standard priority order to protect public health first, then essential household needs, followed by core economic and system-critical uses, while keeping environmental minimums intact. No stakeholder was pushed below a comfortable threshold, and no voluntary reductions or trades were reported today; the Authority therefore treated this as a straightforward priority-based distribution and will continue to review conditions daily as demand and supply evolve.",0.0,cascade_seed2,cascade,2
1,industry,Industry / Businesses,150.0,112.5,78.0,119.9,119.9,0.0,0.799,0.0,False,False,0,False,False,False,1000.0,999.9,34.0,"Today’s allocation was set under severe shortage conditions with a 34°C peak and was made by applying our standard priority order to protect public health first, then essential household needs, followed by core economic and system-critical uses, while keeping environmental minimums intact. No stakeholder was pushed below a comfortable threshold, and no voluntary reductions or trades were reported today; the Authority therefore treated this as a straightforward priority-based distribution and will continue to review conditions daily as demand and supply evolve.",0.0,cascade_seed2,cascade,2
1,energy_utility,Energy Utility,100.0,90.0,68.0,97.8,97.8,0.0,0.978,0.0,False,False,0,False,False,False,1000.0,999.9,34.0,"Today’s allocation was set under severe shortage conditions with a 34°C peak and was made by applying our standard priority order to protect public health first, then essential household needs, followed by core economic and system-critical uses, while keeping environmental minimums intact. No stakeholder was pushed below a comfortable threshold, and no voluntary reductions or trades were reported today; the Authority therefore treated this as a straightforward priority-based distribution and will continue to review conditions daily as demand and supply evolve.",0.0,cascade_seed2,cascade,2
1,epa,Environmental Protection Agency,90.0,49.6,30.4,61.5,61.5,0.0,0.683,0.0,False,False,0,False,False,False,1000.0,999.9,34.0,"Today’s allocation was set under severe shortage conditions with a 34°C peak and was made by applying our standard priority order to protect public health first, then essential household needs, followed by core economic and system-critical uses, while keeping environmental minimums intact. No stakeholder was pushed below a comfortable threshold, and no voluntary reductions or trades were reported today; the Authority therefore treated this as a straightforward priority-based distribution and will continue to review conditions daily as demand and supply evolve.",0.0,cascade_seed2,cascade,2
2,hospital,Hospital / Healthcare Services,153.0,134.6,99.5,134.6,134.6,0.0,0.88,0.0,False,True,2,True,True,False,900.0,900.0,37.0,"Given today’s extreme heat and the severe supply constraint, the Authority had to prioritize immediate life-safety, essential public health, and minimum continuity of critical services while also preserving enough water to avoid irreversible damage in the food system and wider economy. Agriculture made explicit good-faith concessions today by accepting a short-term adjustment in exchange for a protected baseline tomorrow, and the Authority recognizes that cooperation as a constructive crisis-management step that will be weighed favorably in future allocation decisions.",0.0,cascade_seed2,cascade,2
2,households,Households,412.0,321.4,226.6,321.4,321.4,0.0,0.78,0.0,False,True,2,True,True,False,900.0,900.0,37.0,"Given today’s extreme heat and the severe supply constraint, the Authority had to prioritize immediate life-safety, essential public health, and minimum continuity of critical services while also preserving enough water to avoid irreversible damage in the food system and wider economy. Agriculture made explicit good-faith concessions today by accepting a short-term adjustment in exchange for a protected baseline tomorrow, and the Authority recognizes that cooperation as a constructive crisis-management step that will be weighed favorably in future allocation decisions.",0.0,cascade_seed2,cascade,2
2,agriculture,Agriculture,262.0,189.0,126.0,189.0,189.0,0.0,0.721,0.0,False,True,2,True,True,False,900.0,900.0,37.0,"Given today’s extreme heat and the severe supply constraint, the Authority had to prioritize immediate life-safety, essential public health, and minimum continuity of critical services while also preserving enough water to avoid irreversible damage in the food system and wider economy. Agriculture made explicit good-faith concessions today by accepting a short-term adjustment in exchange for a protected baseline tomorrow, and the Authority recognizes that cooperation as a constructive crisis-management step that will be weighed favorably in future allocation decisions.",0.0,cascade_seed2,cascade,2
2,industry,Industry / Businesses,150.0,112.5,78.0,111.8,111.8,0.0,0.745,0.7,False,True,2,True,True,True,900.0,900.0,37.0,"Given today’s extreme heat and the severe supply constraint, the Authority had to prioritize immediate life-safety, essential public health, and minimum continuity of critical services while also preserving enough water to avoid irreversible damage in the food system and wider economy. Agriculture made explicit good-faith concessions today by accepting a short-term adjustment in exchange for a protected baseline tomorrow, and the Authority recognizes that cooperation as a constructive crisis-management step that will be weighed favorably in future allocation decisions.",0.0,cascade_seed2,cascade,2
2,energy_utility,Energy Utility,104.0,93.6,70.7,93.6,93.6,0.0,0.9,0.0,False,True,2,True,True,False,900.0,900.0,37.0,"Given today’s extreme heat and the severe supply constraint, the Authority had to prioritize immediate life-safety, essential public health, and minimum continuity of critical services while also preserving enough water to avoid irreversible damage in the food system and wider economy. Agriculture made explicit good-faith concessions today by accepting a short-term adjustment in exchange for a protected baseline tomorrow, and the Authority recognizes that cooperation as a constructive crisis-management step that will be weighed favorably in future allocation decisions.",0.0,cascade_seed2,cascade,2
2,epa,Environmental Protection Agency,80.0,49.6,30.4,49.6,49.6,0.0,0.62,0.0,False,True,2,True,True,False,900.0,900.0,37.0,"Given today’s extreme heat and the severe supply constraint, the Authority had to prioritize immediate life-safety, essential public health, and minimum continuity of critical services while also preserving enough water to avoid irreversible damage in the food system and wider economy. Agriculture made explicit good-faith concessions today by accepting a short-term adjustment in exchange for a protected baseline tomorrow, and the Authority recognizes that cooperation as a constructive crisis-management step that will be weighed favorably in future allocation decisions.",0.0,cascade_seed2,cascade,2
3,hospital,Hospital / Healthcare Services,156.0,137.3,101.4,137.3,137.3,0.0,0.88,0.0,False,True,2,True,True,False,800.0,800.0,40.0,"Today’s ruling was driven by extreme heat, public health risk, and the need to keep the system stable under severe shortage. We prioritized essential human consumption and healthcare, protected basic household drinking water and hygiene to avoid a wider crisis, maintained enough energy supply to preserve critical operations, and preserved a limited environmental flow while requiring sharper restraint from lower-priority uses, especially industry.

We note and commend the voluntary, good-faith flexibility shown by Households, including their willingness to make a limited solidarity contribution while still protecting minimum residential needs, and their earlier willingness to support visible residential water security under heat stress. The Authority regards this cooperation as responsible crisis management and will weigh such conduct favorably in future allocation decisions.",0.0,cascade_seed2,cascade,2
3,households,Households,424.0,330.7,233.2,298.7,330.7,-32.0,0.78,0.0,False,True,2,True,True,False,800.0,800.0,40.0,"Today’s ruling was driven by extreme heat, public health risk, and the need to keep the system stable under severe shortage. We prioritized essential human consumption and healthcare, protected basic household drinking water and hygiene to avoid a wider crisis, maintained enough energy supply to preserve critical operations, and preserved a limited environmental flow while requiring sharper restraint from lower-priority uses, especially industry.

We note and commend the voluntary, good-faith flexibility shown by Households, including their willingness to make a limited solidarity contribution while still protecting minimum residential needs, and their earlier willingness to support visible residential water security under heat stress. The Authority regards this cooperation as responsible crisis management and will weigh such conduct favorably in future allocation decisions.",0.0,cascade_seed2,cascade,2
3,agriculture,Agriculture,275.0,198.0,132.0,218.0,198.0,20.0,0.72,0.0,False,True,2,True,True,False,800.0,800.0,40.0,"Today’s ruling was driven by extreme heat, public health risk, and the need to keep the system stable under severe shortage. We prioritized essential human consumption and healthcare, protected basic household drinking water and hygiene to avoid a wider crisis, maintained enough energy supply to preserve critical operations, and preserved a limited environmental flow while requiring sharper restraint from lower-priority uses, especially industry.

We note and commend the voluntary, good-faith flexibility shown by Households, including their willingness to make a limited solidarity contribution while still protecting minimum residential needs, and their earlier willingness to support visible residential water security under heat stress. The Authority regards this cooperation as responsible crisis management and will weigh such conduct favorably in future allocation decisions.",0.06,cascade_seed2,cascade,2
3,industry,Industry / Businesses,150.0,112.5,78.0,0.0,0.0,0.0,0.0,112.5,True,True,2,True,False,True,800.0,800.0,40.0,"Today’s ruling was driven by extreme heat, public health risk, and the need to keep the system stable under severe shortage. We prioritized essential human consumption and healthcare, protected basic household drinking water and hygiene to avoid a wider crisis, maintained enough energy supply to preserve critical operations, and preserved a limited environmental flow while requiring sharper restraint from lower-priority uses, especially industry.

We note and commend the voluntary, good-faith flexibility shown by Households, including their willingness to make a limited solidarity contribution while still protecting minimum residential needs, and their earlier willingness to support visible residential water security under heat stress. The Authority regards this cooperation as responsible crisis management and will weigh such conduct favorably in future allocation decisions.",0.0,cascade_seed2,cascade,2
3,energy_utility,Energy Utility,108.0,97.2,73.4,109.2,97.2,12.0,0.9,0.0,False,True,2,True,True,False,800.0,800.0,40.0,"Today’s ruling was driven by extreme heat, public health risk, and the need to keep the system stable under severe shortage. We prioritized essential human consumption and healthcare, protected basic household drinking water and hygiene to avoid a wider crisis, maintained enough energy supply to preserve critical operations, and preserved a limited environmental flow while requiring sharper restraint from lower-priority uses, especially industry.

We note and commend the voluntary, good-faith flexibility shown by Households, including their willingness to make a limited solidarity contribution while still protecting minimum residential needs, and their earlier willingness to support visible residential water security under heat stress. The Authority regards this cooperation as responsible crisis management and will weigh such conduct favorably in future allocation decisions.",0.05,cascade_seed2,cascade,2
3,epa,Environmental Protection Agency,80.0,49.6,30.4,36.8,36.8,0.0,0.46,12.8,False,True,2,True,False,True,800.0,800.0,40.0,"Today’s ruling was driven by extreme heat, public health risk, and the need to keep the system stable under severe shortage. We prioritized essential human consumption and healthcare, protected basic household drinking water and hygiene to avoid a wider crisis, maintained enough energy supply to preserve critical operations, and preserved a limited environmental flow while requiring sharper restraint from lower-priority uses, especially industry.

We note and commend the voluntary, good-faith flexibility shown by Households, including their willingness to make a limited solidarity contribution while still protecting minimum residential needs, and their earlier willingness to support visible residential water security under heat stress. The Authority regards this cooperation as responsible crisis management and will weigh such conduct favorably in future allocation decisions.",0.0,cascade_seed2,cascade,2
4,hospital,Hospital / Healthcare Services,159.0,139.9,103.4,149.9,139.9,10.0,0.88,0.0,False,True,2,True,True,False,700.0,700.0,41.0,"Today's ruling prioritizes life safety and system stability under extreme heat: hospitals and households were protected first, while essential power operations were maintained to prevent a cascading failure that would have harmed every sector. Industrial demand and environmental releases were deferred because, in a severe shortage, non-essential uses must yield to critical public health and infrastructure needs.

We also note the Energy Utility’s voluntary solidarity contribution to reduce outage risk; the Authority regards that cooperation as a clear demonstration of good-faith crisis management and will weigh it favourably in future allocation decisions.",0.0,cascade_seed2,cascade,2
4,households,Households,436.0,340.1,239.8,340.1,340.1,0.0,0.78,0.0,False,True,2,True,True,False,700.0,700.0,41.0,"Today's ruling prioritizes life safety and system stability under extreme heat: hospitals and households were protected first, while essential power operations were maintained to prevent a cascading failure that would have harmed every sector. Industrial demand and environmental releases were deferred because, in a severe shortage, non-essential uses must yield to critical public health and infrastructure needs.

We also note the Energy Utility’s voluntary solidarity contribution to reduce outage risk; the Authority regards that cooperation as a clear demonstration of good-faith crisis management and will weigh it favourably in future allocation decisions.",0.04,cascade_seed2,cascade,2
4,agriculture,Agriculture,288.0,224.2,138.0,113.6,113.6,0.0,0.394,110.6,True,True,2,True,False,True,700.0,700.0,41.0,"Today's ruling prioritizes life safety and system stability under extreme heat: hospitals and households were protected first, while essential power operations were maintained to prevent a cascading failure that would have harmed every sector. Industrial demand and environmental releases were deferred because, in a severe shortage, non-essential uses must yield to critical public health and infrastructure needs.

We also note the Energy Utility’s voluntary solidarity contribution to reduce outage risk; the Authority regards that cooperation as a clear demonstration of good-faith crisis management and will weigh it favourably in future allocation decisions.",0.12,cascade_seed2,cascade,2
4,industry,Industry / Businesses,150.0,112.5,78.0,0.0,0.0,0.0,0.0,112.5,True,True,2,True,False,True,700.0,700.0,41.0,"Today's ruling prioritizes life safety and system stability under extreme heat: hospitals and households were protected first, while essential power operations were maintained to prevent a cascading failure that would have harmed every sector. Industrial demand and environmental releases were deferred because, in a severe shortage, non-essential uses must yield to critical public health and infrastructure needs.

We also note the Energy Utility’s voluntary solidarity contribution to reduce outage risk; the Authority regards that cooperation as a clear demonstration of good-faith crisis management and will weigh it favourably in future allocation decisions.",0.0,cascade_seed2,cascade,2
4,energy_utility,Energy Utility,112.0,106.4,76.2,96.4,106.4,-10.0,0.95,0.0,False,True,2,True,True,False,700.0,700.0,41.0,"Today's ruling prioritizes life safety and system stability under extreme heat: hospitals and households were protected first, while essential power operations were maintained to prevent a cascading failure that would have harmed every sector. Industrial demand and environmental releases were deferred because, in a severe shortage, non-essential uses must yield to critical public health and infrastructure needs.

We also note the Energy Utility’s voluntary solidarity contribution to reduce outage risk; the Authority regards that cooperation as a clear demonstration of good-faith crisis management and will weigh it favourably in future allocation decisions.",0.1,cascade_seed2,cascade,2
4,epa,Environmental Protection Agency,80.0,49.6,30.4,0.0,0.0,0.0,0.0,49.6,True,True,2,True,False,True,700.0,700.0,41.0,"Today's ruling prioritizes life safety and system stability under extreme heat: hospitals and households were protected first, while essential power operations were maintained to prevent a cascading failure that would have harmed every sector. Industrial demand and environmental releases were deferred because, in a severe shortage, non-essential uses must yield to critical public health and infrastructure needs.

We also note the Energy Utility’s voluntary solidarity contribution to reduce outage risk; the Authority regards that cooperation as a clear demonstration of good-faith crisis management and will weigh it favourably in future allocation decisions.",0.0,cascade_seed2,cascade,2
5,hospital,Hospital / Healthcare Services,162.0,142.6,105.3,125.6,142.6,-17.0,0.88,0.0,False,True,2,True,True,False,650.0,650.0,39.0,"At 39°C, the Authority’s first duty was to protect life, health, and system stability, so we prioritized hospitals and household drinking water, hygiene, and basic cooling while preserving enough supply to keep the power system from destabilizing and triggering wider outages. We also recognized the voluntary solidarity shown by Households and the Energy Utility, both of whom accepted limited reductions in good faith; that cooperation is a clear demonstration of responsible crisis management and will be weighed favorably in future allocation decisions.",0.0,cascade_seed2,cascade,2
5,households,Households,448.0,367.4,246.4,384.4,367.4,17.0,0.82,0.0,False,True,2,True,True,False,650.0,650.0,39.0,"At 39°C, the Authority’s first duty was to protect life, health, and system stability, so we prioritized hospitals and household drinking water, hygiene, and basic cooling while preserving enough supply to keep the power system from destabilizing and triggering wider outages. We also recognized the voluntary solidarity shown by Households and the Energy Utility, both of whom accepted limited reductions in good faith; that cooperation is a clear demonstration of responsible crisis management and will be weighed favorably in future allocation decisions.",0.08,cascade_seed2,cascade,2
5,agriculture,Agriculture,300.0,252.0,144.0,24.0,24.0,0.0,0.08,228.0,True,True,2,True,False,True,650.0,650.0,39.0,"At 39°C, the Authority’s first duty was to protect life, health, and system stability, so we prioritized hospitals and household drinking water, hygiene, and basic cooling while preserving enough supply to keep the power system from destabilizing and triggering wider outages. We also recognized the voluntary solidarity shown by Households and the Energy Utility, both of whom accepted limited reductions in good faith; that cooperation is a clear demonstration of responsible crisis management and will be weighed favorably in future allocation decisions.",0.18,cascade_seed2,cascade,2
5,industry,Industry / Businesses,150.0,112.5,78.0,0.0,0.0,0.0,0.0,112.5,True,True,2,True,False,True,650.0,650.0,39.0,"At 39°C, the Authority’s first duty was to protect life, health, and system stability, so we prioritized hospitals and household drinking water, hygiene, and basic cooling while preserving enough supply to keep the power system from destabilizing and triggering wider outages. We also recognized the voluntary solidarity shown by Households and the Energy Utility, both of whom accepted limited reductions in good faith; that cooperation is a clear demonstration of responsible crisis management and will be weighed favorably in future allocation decisions.",0.0,cascade_seed2,cascade,2
5,energy_utility,Energy Utility,116.0,116.0,78.9,116.0,116.0,0.0,1.0,0.0,False,True,2,True,True,False,650.0,650.0,39.0,"At 39°C, the Authority’s first duty was to protect life, health, and system stability, so we prioritized hospitals and household drinking water, hygiene, and basic cooling while preserving enough supply to keep the power system from destabilizing and triggering wider outages. We also recognized the voluntary solidarity shown by Households and the Energy Utility, both of whom accepted limited reductions in good faith; that cooperation is a clear demonstration of responsible crisis management and will be weighed favorably in future allocation decisions.",0.15,cascade_seed2,cascade,2
5,epa,Environmental Protection Agency,50.0,49.6,30.4,0.0,0.0,0.0,0.0,49.6,True,True,2,True,False,True,650.0,650.0,39.0,"At 39°C, the Authority’s first duty was to protect life, health, and system stability, so we prioritized hospitals and household drinking water, hygiene, and basic cooling while preserving enough supply to keep the power system from destabilizing and triggering wider outages. We also recognized the voluntary solidarity shown by Households and the Energy Utility, both of whom accepted limited reductions in good faith; that cooperation is a clear demonstration of responsible crisis management and will be weighed favorably in future allocation decisions.",0.0,cascade_seed2,cascade,2
6,hospital,Hospital / Healthcare Services,165.0,145.2,107.2,145.2,145.2,0.0,0.88,0.0,False,True,2,True,True,False,600.0,600.0,36.0,"Given today’s extreme heat and continuing shortage, the Authority prioritized essential human health and basic domestic needs, while also preserving enough water to keep critical energy services operating safely. Non-essential uses were temporarily curtailed because, under current conditions, they cannot be sustained without compromising public welfare and system reliability.

We note that the final outcome was reached only after two rounds of negotiation and required an imposed ruling when consensus could not be achieved. Any voluntary reductions or trades offered during the process are recorded as good-faith crisis management and will be weighed favourably in future allocation decisions.",0.0,cascade_seed2,cascade,2
6,households,Households,460.0,395.6,253.0,328.8,328.8,0.0,0.715,66.8,False,True,2,True,False,True,600.0,600.0,36.0,"Given today’s extreme heat and continuing shortage, the Authority prioritized essential human health and basic domestic needs, while also preserving enough water to keep critical energy services operating safely. Non-essential uses were temporarily curtailed because, under current conditions, they cannot be sustained without compromising public welfare and system reliability.

We note that the final outcome was reached only after two rounds of negotiation and required an imposed ruling when consensus could not be achieved. Any voluntary reductions or trades offered during the process are recorded as good-faith crisis management and will be weighed favourably in future allocation decisions.",0.12,cascade_seed2,cascade,2
